976,1632,1000,1044,136,232,390,184,1470,314,918,556,140,278,116,292,198,100,118,182,120,50,86,40,44,54,26,30,24,26,30,24,26,26,26,26,26,28,28,24,24,24,28,34,28,28,36,26,24,28,50,24,32,24,24,24,32,24,24,26,26,24,24,30,24,28,28,38,34,28,46,26,26,28,26,26,28,30,30,30,26,30,30,24,26,24,26,26,30,26,30,26,30,26,24,28,28,26,26,24,26,30,26,26,30,28,30,26,26,26,24,30,26,28,32,26,26,26,30,30,28,24,28,24,26,28,26,24,24,30,32,34,26,28,26,26,26,28,24,24,32,30,28,26,32,26,26,24,30,26,26,26,24,26,26,30,32,30,28,26,34,30,24,24,24,30,36,26,24,28,26,28,24,28,26,28,30,24,26,24,24,32,24,28,30,28,24,26,26,26,26,26,28,30,28,30,24,26,24,30,24,28,30,24,24,24,28,24,28,26,26,26,30,26,28,26,24,26,26,24,28,28,26,26,26,24,28,26,28,26,26,24,24,26,30,26,28,28,32,30,26,32,24,28,26,30,24,26,30,26
2112,664,2854,1360,732,322,1548,332,498,488,476,564,196,124,142,128,78,468,218,558,150,76,48,92,42,24,26,24,28,26,24,28,30,28,40,26,26,28,26,30,24,24,34,26,26,28,26,24,30,24,28,26,26,30,26,26,26,28,28,26,24,26,24,28,28,24,24,28,28,26,34,24,26,24,26,30,26,34,26,28,26,26,34,26,28,24,26,28,26,24,24,28,26,26,28,30,28,24,30,26,24,30,30,32,28,32,28,32,24,26,26,28,28,28,24,26,32,24,26,24,28,24,28,26,28,32,24,28,26,30,50,28,26,30,24,24,30,24,24,26,26,24,32,24,32,26,32,26,26,24,24,26,28,24,34,28,28,24,30,26,26,26,28,28,28,28,26,26,30,30,26,24,24,24,30,26,24,28,28,30,30,26,28,28,26,28,26,34,30,28,32,24,24,32,28,24,26,26,30,26,28,26,24,24,32,26,26,24,26,26,32,30,26,26,24,24,28,26,26,26,28,30,26,26,28,32,24,26,24,28,30,24,30,30,28,24,24,28,30,26,28,26,24,28,28,26,24,26,24,24
1348,224,1318,922,720,602,234,752,130,152,186,244,376,122,276,184,178,102,222,72,198,120,56,42,40,32,30,24,26,24,24,30,28,32,32,26,30,30,24,24,26,34,32,24,28,30,32,28,28,24,26,24,26,26,30,28,30,28,26,28,24,26,26,28,28,26,26,24,30,26,24,26,24,30,24,28,26,32,24,24,24,24,34,24,28,28,30,28,24,30,24,28,26,32,26,28,24,28,26,26,26,28,26,28,28,24,24,24,28,26,26,28,28,26,26,32,28,42,26,28,26,24,24,26,28,30,24,28,24,26,24,30,28,26,30,24,24,26,28,24,24,24,24,30,26,40,24,32,24,28,34,28,24,30,28,28,28,26,28,28,26,26,26,32,26,24,26,24,26,30,28,26,28,26,28,26,24,28,28,28,24,28,24,28,26,26,24,24,24,30,26,24,28,24,24,26,24,28,24,24,26,26,26,32,24,26,24,28,28,28,32,26,24,30,32,24,32,26,34,30,26,32,28,26,24,26,26,26,28,28,26,24,28,26,28,30,24,28,26,30,30,24,24,24,24,26,28,26,28,28
668,402,202,1224,642,232,446,674,1800,370,408,578,224,528,438,226,124,72,98,100,32,70,36,30,24,26,24,26,24,28,26,32,30,26,30,24,26,28,26,26,28,30,26,28,26,26,24,34,24,28,26,28,26,28,28,32,28,32,24,26,26,30,28,32,28,26,28,72,26,24,28,32,28,32,28,24,24,24,30,24,34,26,28,26,30,24,30,26,26,30,24,28,36,24,28,30,24,24,26,24,24,24,30,28,30,28,30,24,24,24,32,26,30,28,24,28,28,28,28,26,26,24,24,26,28,34,28,24,28,26,24,24,24,28,26,24,24,30,24,28,26,26,26,26,36,28,24,28,26,26,24,26,26,26,24,26,26,26,24,26,24,26,24,28,28,26,28,24,34,26,26,24,26,28,26,26,24,24,28,24,26,26,28,24,24,24,26,26,24,26,32,24,28,30,30,26,28,30,30,24,28,26,26,28,28,26,34,28,28,30,24,24,26,24,26,26,26,30,26,24,30,26,28,32,26,26,26,28,24,30,30,30,24,28,28,26,24,24,26,24,28,26,24,24,28,26,26,26,24,26
1248,1158,2364,414,432,1152,1124,472,116,254,622,176,154,1156,248,248,280,88,92,108,110,136,100,126,70,72,38,42,28,36,24,30,28,28,30,26,24,24,28,24,32,30,30,28,32,28,28,30,40,26,24,30,24,26,28,24,28,24,24,50,26,34,32,28,24,26,28,26,26,28,28,26,26,24,28,28,28,30,26,30,26,28,24,26,30,24,28,28,24,28,24,24,26,26,26,28,34,32,36,26,32,24,24,26,28,28,28,26,24,26,26,32,24,28,26,30,24,26,24,28,24,26,24,24,28,26,28,26,24,24,28,28,24,26,26,34,26,24,26,26,24,26,24,28,28,32,28,24,30,24,28,26,28,24,28,26,28,30,28,24,24,30,24,26,24,24,24,28,26,30,30,30,34,28,32,28,26,26,24,26,24,24,28,30,30,36,28,30,32,26,24,30,26,26,30,32,26,28,24,24,24,28,26,32,24,28,28,24,26,26,24,28,30,26,26,24,30,24,28,24,26,24,24,28,26,24,30,32,26,28,24,28,24,26,28,26,38,24,26,28,28,24,24,24,26,24,26,28,24,28
774,268,506,366,562,628,410,864,172,278,316,162,282,66,154,48,60,440,104,230,112,68,42,104,62,60,62,32,36,26,40,26,28,24,26,32,24,24,24,34,28,28,28,26,26,30,32,26,26,26,36,32,28,26,28,30,26,26,24,28,32,30,26,34,32,26,28,28,28,26,26,24,28,24,28,30,26,28,28,28,28,30,26,24,26,24,26,28,28,24,24,24,26,28,26,26,24,26,26,24,28,24,26,26,24,24,24,26,28,26,26,28,24,24,24,28,28,24,28,24,24,26,28,28,24,24,26,32,26,28,26,24,26,26,26,26,28,26,26,32,24,24,28,28,28,26,26,26,26,30,28,24,24,38,24,24,26,26,28,24,24,28,26,28,28,24,32,24,28,28,24,30,26,26,30,36,28,24,32,24,26,24,24,30,28,24,26,26,30,28,34,30,28,24,28,28,26,28,28,28,26,28,26,30,30,24,26,26,24,26,30,26,26,28,28,24,30,24,26,24,24,26,24,24,24,28,24,34,30,26,26,26,32,24,24,28,24,26,24,26,26,26,24,28,24,26,26,26,26,28
410,760,2580,214,776,850,792,298,218,102,152,558,272,284,152,112,138,280,144,28,76,78,44,96,30,28,30,32,30,38,28,24,30,36,28,28,24,26,28,28,24,26,24,30,24,36,28,26,26,26,24,26,24,26,24,28,56,30,26,28,28,26,28,24,28,24,26,26,26,24,24,26,28,24,26,24,26,24,26,30,24,26,24,24,26,28,36,24,28,26,28,26,28,28,24,24,26,24,24,26,32,26,26,24,26,24,26,24,24,28,24,28,28,28,28,28,30,24,28,24,28,28,26,30,30,26,28,32,30,26,30,24,24,24,24,28,24,24,36,26,26,28,28,24,24,26,30,32,28,24,28,28,28,32,26,28,24,28,30,28,30,24,30,24,24,26,24,26,26,28,28,26,26,26,26,26,32,28,26,28,32,24,28,26,28,28,28,26,24,28,28,26,26,28,28,28,26,30,26,32,28,28,26,26,28,24,24,26,32,26,28,24,24,24,30,26,30,26,28,30,28,24,28,30,30,28,28,24,26,30,26,30,28,26,30,26,24,28,32,24,26,28,30,24,30,24,28,24,26,26
744,262,418,514,2208,978,114,240,288,388,204,78,52,226,148,66,300,274,60,234,100,50,74,110,56,32,24,24,24,26,30,24,26,24,28,24,26,26,40,24,24,26,26,30,28,26,26,24,30,26,24,30,24,24,26,28,24,28,32,26,24,30,26,24,28,28,24,26,34,28,24,28,28,24,28,26,24,28,26,26,30,24,32,26,24,26,28,28,28,24,26,36,24,24,28,24,24,24,26,28,28,28,28,26,26,28,26,28,28,32,30,28,26,24,24,28,26,26,28,28,28,26,26,24,26,24,24,32,24,26,26,24,28,26,28,26,24,30,24,24,26,26,24,26,24,28,26,26,24,28,36,24,26,24,30,30,26,28,26,24,26,26,28,30,28,26,28,26,28,24,24,24,30,28,26,26,24,28,28,28,28,28,24,24,24,32,36,28,28,26,34,26,24,28,32,26,30,28,30,36,30,26,26,26,26,24,24,28,26,24,28,26,28,30,26,24,24,30,30,26,24,26,26,32,24,28,28,28,26,24,30,30,26,26,30,28,26,26,28,26,26,26,26,30,26,26,26,26,28,28
2834,1720,786,2734,46,114,238,432,860,434,162,118,260,318,410,192,208,160,376,32,96,94,46,32,26,34,26,26,24,32,28,28,30,24,24,24,26,30,24,26,24,28,24,30,34,28,30,28,24,28,30,26,32,24,44,24,24,26,26,24,28,26,28,24,24,28,24,24,28,26,30,28,26,24,26,26,24,96,28,26,26,26,24,28,24,26,28,28,24,28,24,26,28,28,32,32,24,24,24,28,28,24,24,26,24,24,24,26,26,26,24,24,26,24,26,32,28,24,26,28,24,34,24,24,28,24,30,24,24,28,24,24,32,26,26,24,26,26,30,24,24,34,24,28,24,30,28,26,26,30,28,28,26,26,30,26,26,26,26,24,24,24,32,24,30,24,26,26,24,30,26,28,26,28,32,24,28,28,26,30,26,30,28,26,28,24,26,24,26,28,26,24,30,26,28,30,34,24,28,32,26,26,30,24,26,36,30,24,26,36,26,26,26,24,30,28,28,32,26,28,24,28,34,24,28,26,28,24,28,24,24,32,26,24,24,26,28,24,28,24,26,30,24,30,24,26,24,26,26,30
990,364,1044,712,882,1886,408,212,470,2266,416,476,52,364,164,194,108,124,92,266,62,28,76,162,30,44,30,26,26,38,24,30,26,26,26,24,30,26,26,32,26,28,24,26,24,28,26,26,30,28,26,24,34,28,32,24,24,32,24,24,26,26,26,24,30,24,24,32,28,24,26,28,28,26,24,26,24,32,28,24,28,26,26,26,24,34,24,24,30,24,28,30,28,28,28,28,26,26,26,32,28,26,26,32,26,24,26,28,26,26,24,24,24,24,28,24,26,26,34,32,28,24,28,26,24,24,24,24,24,26,26,26,26,24,28,24,24,28,24,32,28,28,30,24,26,26,28,26,26,26,24,32,24,24,24,26,26,30,26,24,26,24,28,28,26,30,26,28,24,26,28,28,30,30,28,32,28,28,26,24,30,24,28,28,24,26,26,24,32,24,30,32,24,26,28,26,30,28,24,24,28,24,26,28,26,26,28,28,26,28,26,28,28,26,30,32,26,24,32,24,24,26,28,28,26,24,28,26,24,28,26,28,24,26,24,34,24,26,26,24,28,26,28,26,30,24,26,26,26,26
